,title,price,location,description,link,Kilométrage,Couleur du véhicule,Etat du véhicule,Année,Cylindrée,Boite,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant
4813,dacia sandero,6666.0,Jendouba,belle Dacia sandero essence année juin 2015 voiture propre très bien entretenue mécanique et carrosserie 5 pneus et bougie sont neuf.aussi la batterie changé depuis un mois aussi que la vidange et la chaine a ne pas rater voiture disponible a taBarka svp me contacter à Afficher,https://www.tayara.tn/item/63e3df78bd9111a805833db2/,170000.0,Noir,Avec kilométrage,2015,1.2L,Manuelle,Dacia,Sandero,5.0,Compacte,Essence
4814,Mercedes B180,0.0,Tunis,Voiture première main voile récemment fait chez maison Mercedes ( le moteur ) pneu bridgestone runflat neuf il n'ont pas encore roulées historique d'entretien chez maison mercedes résumé : rien a dépenser ,https://www.tayara.tn/item/63e3bd0f322f7af7daaabde3/,135.0,Blanc,Avec kilométrage,2015,1.8L,Manuelle,Mercedes-Benz,Classe B,7.0,Monospace,Essence
4815,Mahindra K8 presque neuve,32000.0,Tunis,"je met en vente ma voiture Mahindra K8 presque neuve , annee 2019, 58000 Km ",https://www.tayara.tn/item/63e3b1fdbd9111a8058338a2/,58000.0,Rouge,Avec kilométrage,2019,1.1L,Manuelle,Mahindra,Hover,5.0,Berline,Essence
4816,301 allure visio,22500.0,Ben Arous,"Bonjour, je vend ma voiture 301 allure visio première main dont les caractéristiques sont comme suivants: * année 2013 * kilométrage :148000Km * Première main * Pneu : 4 roues neufs Amine avec leurs garanties *Radar de Recul *Accoudoir *4 vitres électriques. * Roue de secours encore cacheté. * Ordinateur de board *Jante Aluminium *Climatronic. Contacter moi sur le Afficher ",https://www.tayara.tn/item/63e39a23bd9111a8058335ff/,149000.0,Noir,Avec kilométrage,2013,1.2L,Manuelle,Peugeot,301,5.0,Berline,Essence
4817,Voiture commerciale partner B9 blonc ,0.0,Nabeul,Voiture commerciale partner B9 blonc toute option peinture d'origine,https://www.tayara.tn/item/63e39752bd9111a80583357b/,139000.0,Blanc,Avec kilométrage,2018,>4.0L,Manuelle,Peugeot,Partner,5.0,Autres,Diesel
4818,Audi A4 Modèle 2015,40.0,Nabeul,Audi A4 tfsi voiture prestigieuse kilométrage 230.000 modèle 2015 ,https://www.tayara.tn/item/63e386f8322f7af7daaab729/,230000.0,Blanc,Avec kilométrage,2015,1.8L,Manuelle,Audi,A4,7.0,Berline,Essence
4819,diqnostique à domicile ,20.0,Sousse,diqnostique à domicile tout le modèle et marque le voiture ,https://www.tayara.tn/item/63e3861b322f7af7daaab6d6/,0.0,Argent,Nouveau,2023,2.0L,Automatique,AC,Cobra,15.0,Compacte,Essence
4820,voiture symbol ,19000000.0,Nabeul,voitue bonne ocasion a hammamet ,https://www.tayara.tn/item/63e38111322f7af7daaab513/,278.0,Beige,Avec kilométrage,2011,1.4L,Manuelle,Renault,Symbol,4.0,Autres,Essence
4821,Peugeot Expert : Le compagnon idéal pour le travail,0.0,Sousse,"Vous cherchez un véhicule de travail fiable et polyvalent? Je vends ma Peugeot Expert 2013, mon fidèle compagnon de mes déplacements professionnels. Avec seulement 217000 km au compteur, cette voiture est en parfait état, avec une boîte manuelle fluide et une puissance fiscale de 7. Alimenté par un diesel fiable, cette Peugeot Expert est le choix idéal pour les professionnels en quête de performance sur la route. Grâce à sa capacité de chargement impressionnante et à des fonctionnalités pratiques telles que la climatisation et l'audio, vous pourrez transporter facilement vos outils et équipements tout en bénéficiant d'un confort optimal. N'hésitez pas à prendre contact pour plus d'informations ou pour organiser une visite. Cette Peugeot Expert sera votre partenaire de confiance pour les années à venir!",https://www.tayara.tn/item/63e380eb322f7af7daaab500/,2170000.0,Blanc,Avec kilométrage,2013,2.0L,Manuelle,Peugeot,Expert,7.0,Utilitaire,Diesel
4822,Polo 7 a vendre (très bonne occasion à saisir),28.0,Ben Arous,"Je mets en vente une Polo 7 en très très bon état, entretien à temps, voiture d'une femme, bien entretenue. kilométrage 195 mille Moteur en parfait état Une très bonne occasion à saisir (karhba mta3 kssiba)",https://www.tayara.tn/item/63e37c88322f7af7daaab359/,195.0,Bleu,Avec kilométrage,2011,1.5L,Manuelle,Volkswagen,Polo,4.0,Compacte,Essence
4823,Renault Chipie à vendre,6500.0,Zaghouan,voiture en bonne état Renault Chipie mise en circulation depuis 1996 6 cv 4 cylindres Diesel,https://www.tayara.tn/item/63e372a2322f7af7daaaafb5/,240000.0,Bleu,Avec kilométrage,1996,1.2L,Manuelle,Renault,Clio,6.0,Compacte,Diesel
4824,Tiggo 8 - 7 places,90000.0,Sfax,"voiture neuve : 18/02/2022 24000 Km toutes options : Cuir/sièges chauffants/boîte auto/écran tactil 10""/ clé main libre/ toit ouvrant panoramique/7 places/ vignette :180 dinars/ coffre 900 litres ... dispo à Sfax  Afficher/ Afficher ",https://www.tayara.tn/item/63340cbc32140be961acb964/,22000.0,Blanc,Nouveau,2022,1.5L,Automatique,Chery,Tiggo,9.0,4 x 4,Essence
4825,Peugeot 508 E-hdi ,37000.0,Nabeul,🇨🇵 Peugeot 508 E-hdi ✅ Voiture bien entretenue avec un état impécable et un faible Kilométrage ⛔ Puissance fiscal : Diesel 6 cv ⛔ Date de mise en circulation: 2012 ⛔ Boite auto ⛔ Kilométrage : 177 000 km OPTIONS ET EQUIPEMENTS : Extérieur : -✅4 Vitres électriques -✅feux de jour à led -✅ feux arrière led -✅ allumage automatique des feux -✅ rétroviseurs électriques -✅ jantes alliage 17 pouces -✅ capteur pluie -✅ retreviseur rabatable -✅ cle intelligente Intérieur et confort : -✅ accoudoir central et arrière -✅ GPS -✅ volant réglable -✅ palette au volant -✅ bluetooth -✅ climatisation automatique bizone Sécurité : -✅ fermeture centralisée -✅ABS -✅ airbags frontaux -✅ airbags latéraux -✅ contrôle pression des pneus -✅ ESP -✅ phares antibrouillard -✅ aide au freinage d'urgence -✅ régulateur / limiteur de vitesse Autres équipements et informations : -✅ rétroviseur interieur electrochrome -✅ roue de secours -✅ prise 12V -✅ siège conducteur réglable en hauteur et chauffant -✅ 4 Vitres électriques -✅ Prise audio usb -✅ réglages du volant : hauteur et profondeur -✅ Aide au stationnement AR/AR -✅ Banquette AR 2/3 - 1/3 ☎️ Afficher ,https://www.tayara.tn/item/63e36779322f7af7daaaabdd/,177000.0,Noir,Avec kilométrage,2012,1.6L,Automatique,Peugeot,508,6.0,Berline,Diesel
4826,voiture ,0.0,Sousse,une voiture citroen,https://www.tayara.tn/item/63e36519322f7af7daaaab1b/,11111111111.0,Blanc,Avec kilométrage,0000,<1.0L,Manuelle,Citroen,C15,0.0,Autres,Diesel
4827,vente songyong korondo 4*4,0.0,Sousse,je met en vente voiture songyong korando modèle 2011,https://www.tayara.tn/item/63e356ed322f7af7daaaa71a/,230000.0,Beige,Avec kilométrage,2011,2.0L,Manuelle,Ssangyong,Korando,10.0,4 x 4,Diesel
4828,SYMBOL,0.0,Tunis,je mets en vente cette voiture,https://www.tayara.tn/item/63e34f2c322f7af7daaaa5e4/,152940.0,Noir,Avec kilométrage,2014,1.1L,Manuelle,Renault,Symbol,5.0,Berline,Essence
4829,MG GT,42.5,Tunis,Belle voiture noire ,https://www.tayara.tn/item/63e2cbbe322f7af7daaa9f55/,74.7,Noir,Nouveau,2017,1.6L,Manuelle,Autres,Autres,6.0,Autres,Essence
4830,tiggo 3,60000.0,Ben Arous,occasion à ne pas rater cause maladie je vont ma voiture que je n'est pas utilisé  Afficher,https://www.tayara.tn/item/63e2c977322f7af7daaa9eec/,0.0,Blanc,Nouveau,2022,1.4L,Manuelle,Chery,Tiggo,6.0,Compacte,Essence
4831,voiture mahindra sur leasing ,17600.0,Ariana,"Je mets en vente ma voiture mahindra k8 avec transfert de dossier leasing ou paiement comptant. première main, très bon état avec kilométrage 27000 km entretien maison, encore sous garantie mise en circulation juin 2021 Carburant Essence Puissance fiscale 5 Type de carrosserie 4 x 4 E tat du véhicule Avec kilométrage Boite Manuelle Cylindrée 1.2 acheté sous leasing reste à payer : 39 échéances montant payé frais de dossier 9800 dinars + 21 échéances ",https://www.tayara.tn/item/63e2ba75322f7af7daaa9b3a/,27000.0,Gris,Avec kilométrage,2021,1.2L,Manuelle,Mahindra,Scorpion,5.0,4 x 4,Essence
4832,Ford ka 2014,25000.0,Tunis,Voiture occassion,https://www.tayara.tn/item/63e2b79e322f7af7daaa9a64/,110.0,Autre,Avec kilométrage,2014,1.2L,Manuelle,Ford,Ka,4.0,Autres,Essence
4833,à vendre Toyota Yaris Sedan 2016 ,36500.0,La Manouba,je mets en vente Toyota Yaris Sedan 2016 km 19800 jantes alu poste tactile capteur de recul climatiser en marche voiture tout neuf jamais accidenté peinture d'origine ,https://www.tayara.tn/item/63e29bea322f7af7daaa93c4/,198000.0,Gris,Nouveau,2016,1.4L,Manuelle,Toyota,Yaris Verso,5.0,Berline,Essence
4834,Peugeot 308,23000.0,Ben Arous,"Voiture Peugeot 308 année 2008. 240000 km Deux vitres électriques Climatiseur Rétroviseur réglables électriques Deux clés , une avec commande origine. Commande Auto radio. Volont réglables en hauteur et en profondeur. Voiture peut circuler depuis moyen de 10 km par jour. Nécessite quelques retouches de tôlerie. Prix : 23 md peut négociable",https://www.tayara.tn/item/63e297a0322f7af7daaa92b9/,240000.0,Noir,Avec kilométrage,2008,1.4L,Manuelle,Peugeot,308,6.0,Compacte,Essence
4835,Peugeot 208,43000.0,Kairouan,Voiture importée ,https://www.tayara.tn/item/636d34ea3d13a3e56fec99f8/,30000.0,Bleu,Nouveau,2019,1.2L,Manuelle,Peugeot,208,5.0,Compacte,Essence
4836,grandi punto ,1600.0,Kairouan,je mets en vente une voiture ,https://www.tayara.tn/item/63e27ba3322f7af7daaa8c74/,231.0,Gris,Avec kilométrage,2007,1.2L,Manuelle,Fiat,Grande Punto,5.0,Berline,Essence
4837,voiture Citroën c4 cactus,40.0,Bizerte,Citroen c4 cactus 2016 berline ,https://www.tayara.tn/item/63e27a69322f7af7daaa8c16/,100.0,Violet,Avec kilométrage,2016,1.2L,Manuelle,Citroen,C4 Cactus,5.0,Berline,Essence
4838,une belle serie 5 f10,0.0,Sousse,Tres belle voiture toute option 520i Soft close Ouverture sans clé du hayon Camera 360° 4 modes de conduite eco-comfort-sport-sport+ Toit ouvrant Lave phares Cause de vente depart a l'étranger,https://www.tayara.tn/item/63e25138322f7af7daaa7fda/,134000.0,Noir,Avec kilométrage,2013,2.0L,Automatique,BMW,Serie 5,10.0,Berline,Essence
4839,Mazda 3 Skyactiv 2017 Hatchback,53000.0,Sfax,Mazda 3 Skyactiv 2017 Hatchback 1ère main Motorisation très puissante La voiture en bonne état,https://www.tayara.tn/item/63e2464d322f7af7daaa7bf2/,199000.0,Blanc,Avec kilométrage,2017,1.5L,Manuelle,Mazda,3,6.0,Compacte,Essence
4840,KIA RIO GT Ligne,0.0,Monastir,Toute option voiture neuf,https://www.tayara.tn/item/63e23d75322f7af7daaa796f/,48000.0,Gris,Avec kilométrage,2022,3.0L,Manuelle,Kia,Rio,5.0,Autres,Essence
4841,a vendre ,0.0,Ariana,a vendre voiture POLO 5 Neuf + moteur ( 1 an) tel : Afficher,https://www.tayara.tn/item/63e2375e322f7af7daaa77a4/,285000.0,Blanc,Avec kilométrage,2005,3.0L,Automatique,Volkswagen,Polo,4.0,Autres,Essence
4842,voiture A vendre,18000.0,Siliana,voiture en bonne état a vendre a siliana,https://www.tayara.tn/item/63e22965322f7af7daaa72a9/,361100.0,Gris,Avec kilométrage,2010,2.0L,Manuelle,Peugeot,Partner,7.0,Autres,Diesel
4843,Avendre une belle voiture neuf ,0.0,Tozeur,Voiture en bonne état Mon numéro Afficher,https://www.tayara.tn/item/63e228cd322f7af7daaa727b/,0.0,Blanc,Avec kilométrage,2003,2.8L,Manuelle,Citroen,Jumpy,7.0,Autres,Diesel
4844,⛔️ JEEP CHEROKEE ⛔️,98400717.0,Tunis," ✅Mise en circulation 09/06/2006 ✅Kilométrage : 130000 km ✅Energie : essence ✅Puissance fiscal : 13 Cv ✅ serie : 193 ✅Boite automatique ✅Rétroviseurs électriques réglable ✅Climatisation ✅Vitres sur teintées ✅Jantes alu 16 pouce ✅Prise 12v , USB ✅Voiture propre comme neuve 💰💲 Prix DT 💰💲 🚫 S.V.P. Prix légèrement négociable 🚫 Tel : 📱 Afficher 📱 Afficher ⛔️Voiture visible dans notre Show Room FJ MOTORS⛔️ ⛔️la Marsa rue ibn el jazzar derrière⛔️ ⏱ HORAIRE DU 09:00 H à 19:00 h ⏱",https://www.tayara.tn/item/63e226b7322f7af7daaa71c8/,130000.0,Bleu,Avec kilométrage,2006,3.5L,Automatique,Jeep,Cherokee,13.0,4 x 4,Essence
4845,kia cerato,48000.0,La Manouba,A vendre voiture kia cerato année2014 BVA origine middle east boite auto toutes options en bon état pour contacter Afficher prix négocialble,https://www.tayara.tn/item/63e22660322f7af7daaa71b2/,198000.0,Blanc,Avec kilométrage,2014,1.6L,Automatique,Kia,Cerato,8.0,Berline,Essence
4846,Voiture ,20000.0,Tunis,Voiture peugeot expert3,https://www.tayara.tn/item/63e22301322f7af7daaa70a4/,358000.0,Blanc,Avec kilométrage,2011,1.6L,Manuelle,Peugeot,Expert,5.0,Utilitaire,Diesel
4847,⛔️ GOLF 7 TSI ⛔️,98400717.0,Tunis," ✅Mise en circulation 22/11/2013 ✅Kilométrage :178000km ✅Energie : ESSENCE ✅Puissance fiscal : 5 Cv ✅Boite manuelle ✅Volant en cuir ✅Rétroviseurs électriques réglable ✅Climatisation ✅Frein main électrique ✅Prise 12v , USB ✅Jante alu 15"" ✅Voiture très très propre comme neuve 💰💲 Prix DT 💰💲 🚫Prix légèrement négociable 🚫 Tel : 📱 Afficher ⛔️Voiture visible dans notre Show Room FJ MOTORS⛔️ ⛔️la Marsa rue ibn el jazzar derrière carrefour⛔️ ⏱ HORAIRE DU 09:00 H à 17h:00 ⏱",https://www.tayara.tn/item/63e21175322f7af7daaa6b18/,178000.0,Gris,Avec kilométrage,2013,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
4848,Nissan Juke,63000.0,Tunis,A vendre Nissan Juke importée de la France en 2020 Serie 219 model 2017 Date mise en circulation 30/11/2016 La voiture est en état neuf ✔️ 06cv ✔️ Boite 6 ✔️ Moteur 1.3 CC ✔️Jantes Aluminium 17 ✔️vitres teintées d’origine ✔️Rétroviseurs électrique ✔️Boite vitesse manuelle 6 rapport ✔️4 Vitres Électriques￼ ✔️Allumage des feux automatique ✔️aide au stationnement ✔️Feux de jours LED ✔️Feu de brouillard ✔️Fermeture central ✔️abs ✔️régulateur de vitesse ,https://www.tayara.tn/item/63e1fa51322f7af7daaa660f/,98000.0,Noir,Avec kilométrage,2017,1.3L,Manuelle,Nissan,Juke,6.0,Autres,Essence
4849,Mazda 2 Skyactive premiere main 💯,34000.0,Tunis," Mazda 2 Skyactive ✅ Voiture en excellent 1 ère main تسجيل اول ⛔ Puissance fiscale : essence 6cv ⛔ Date de mise en circulation : 8/2016 ⛔ Boite : manuelle boîte 6 ⛔ Kilométrage : 159000 km Options : ➡️ jante alu 16p ➡️ sonorisation bose ➡️ Commande online system ➡ Regulateur de vitesse ➡ Climatisation bi zone ➡ Éclairage d'ambiance ➡️camera de recule ➡️volant multifonctions ➡️écran tactile 💯 ➡️retroviseur rabattable ➡️air bags frontaux latéraux , rideaux ➡️anti patinage ESP ➡️anti démarrage électronique💯 ➡️clé intelligente💯 ➡️capteur de pluie Numr 📞: Afficher Dispo laouina",https://www.tayara.tn/item/63e18fc2322f7af7daaa628d/,160000.0,Gris,Avec kilométrage,2016,1.6L,Manuelle,Mazda,2,6.0,Compacte,Essence
4850,Voiture vendre ,0.0,La Manouba,Tout option ,https://www.tayara.tn/item/63e17e90322f7af7daaa60c9/,0.0,Noir,Nouveau,0000,1.2L,Manuelle,Hyundai,I 10,0.0,Autres,Essence
4851,Fiât- Location,1.0,Nabeul,Location - voiture Pro,https://www.tayara.tn/item/63e16ea2322f7af7daaa5ddf/,50000.0,Blanc,Avec kilométrage,2022,1.6L,Manuelle,Fiat,Fiorino,7.0,Utilitaire,Diesel
4852,206 sedan,16000.0,Kébili,Moteur jdid. Voiture en bon etat,https://www.tayara.tn/item/63e161db322f7af7daaa5b33/,274000.0,Blanc,Avec kilométrage,2007,1.4L,Manuelle,Peugeot,206,6.0,Compacte,Essence
4853,29188940,25.0,Tataouine,je met vente ma voiture ,https://www.tayara.tn/item/63e1545c322f7af7daaa584e/,142000.0,Beige,Avec kilométrage,2017,1.2L,Manuelle,Citroen,C-Elysée,5.0,Compacte,Essence
4854,berlingo Citroën en bonne etat,16000.0,Ben Arous,je met à vendre ma voiture Citroën en bonne état aucune dépense à prévoir pour plus d informations veuillez me contacter par téléphone ☎️ Afficher merci ,https://www.tayara.tn/item/63e14547322f7af7daaa54ca/,2002010.0,Blanc,Avec kilométrage,2010,1.6L,Manuelle,Citroen,Berlingo,5.0,Berline,Diesel
4855,fiat 500,46000.0,Sousse,"je mets en vente ma fiat 500 voiture neuve bien entretenue kilométrage : 50000 année : 2017 série : 227 4 chv essence sahloul, Sousse",https://www.tayara.tn/item/63e143a3322f7af7daaa5482/,50000.0,Noir,Nouveau,2017,1.2L,Manuelle,Fiat,500X,4.0,Autres,Essence
4856,Chevrolet Cruze boîte automatique ,0.0,Nabeul,Chevrolet Cruze boîte automatique Voiture importée de Canada Série 229,https://www.tayara.tn/item/63e134ff322f7af7daaa510f/,160000.0,Rouge,Avec kilométrage,2011,1.4L,Automatique,Chevrolet,Cruze,7.0,Berline,Essence
4857,Voiture FIAT à vendre,23000.0,Sfax,Voiture FIAT à vendre,https://www.tayara.tn/item/63e13262322f7af7daaa5072/,5555588.0,Rouge,Avec kilométrage,2021,1.1L,Manuelle,Fiat,500L,6666666.0,4 x 4,Essence
4858,Mahindra 96110088,19000.0,Sfax,je mets en vente une voiture de marque MAHINDRA 4 portes.. km..137000 état de voiture ::très propre tel: Afficher Prix: 19dt,https://www.tayara.tn/item/63e130a8322f7af7daaa500d/,137000.0,Gris,Avec kilométrage,2023,2.5L,Manuelle,Mahindra,Scorpion,9.0,4 x 4,Diesel
4859,voiture ,27.0,Béja,voitur,https://www.tayara.tn/item/63e12d2b322f7af7daaa4f2f/,1111111.0,Blanc,Nouveau,1200,1.4L,Manuelle,Mazda,2,222.0,4 x 4,Diesel
4860,vente de voiture fiat uno,7000.0,Sfax,fiat uno 4cv essence 4 portes vitesse mécanique ,https://www.tayara.tn/item/63e12b33322f7af7daaa4ea0/,350.0,Gris,Nouveau,1984,1.2L,Manuelle,Fiat,Uno,4.0,Berline,Essence
4861,voiture ,7400.0,La Manouba,للبيع 205  Afficher,https://www.tayara.tn/item/63e115cc322f7af7daaa483f/,1.0,Rouge,Avec kilométrage,1998,1.1L,Manuelle,Peugeot,205,0.0,Autres,Diesel
4862,voiture Citroën ,25000.0,Nabeul,1er main,https://www.tayara.tn/item/63e11334322f7af7daaa4792/,146601.0,Argent,Nouveau,2016,3.0L,Manuelle,Citroen,C-Elysée,5.0,Berline,Essence
4863,voiture DACIA logan commerciale,0.0,Sfax,je mets en vente voiture DACIA logan commerciale 1ere main veuillez me contacter sur ce numéro : Afficher,https://www.tayara.tn/item/63e10abf322f7af7daaa4533/,0.0,Gris,Avec kilométrage,2012,1.5L,Manuelle,Dacia,Logan,6.0,Autres,Diesel
4864,Audi A4 essence,35500.0,Sfax,Audi A4 7ch essence boite 6vitesse cuir beige clim auto 193mkm voiture robuste et économique état impeccable ,https://www.tayara.tn/item/63e10a94322f7af7daaa4524/,193000.0,Noir,Avec kilométrage,2010,1.6L,Manuelle,Audi,A4,7.0,Berline,Essence
4865,ford fiesta titanyom ,26.5,Tunis,voiture bonne ocasion,https://www.tayara.tn/item/63e0f17f322f7af7daaa3d81/,140.0,Gris,Avec kilométrage,2011,1.4L,Manuelle,Ford,Fiesta,5.0,Autres,Essence
4866,LANCiA,28000.0,Ariana,LANCiA ⛔ possibilité de Vente ou Echange ⛔ Nous mettons à votre disposition en vente une belle voiture LANCIA ▪︎Mise en circulation : 11/2012 ▪︎Immatriculation : 162 ▪︎Transmission : manuelle ▪︎Motorisation : ⛽ essence ▪︎Puissance fiscale : 04 cv ▪︎Kilométrage : 132.000 ▪︎Couleur : blanc Peinture métallisée ▪︎Catégorie : compact Pour plus d'informations n'hésite pas à nous contacter sur les numéros suivants ⤵️ ☎️ Afficher / Afficher ✅ disponible sur WhatsApp 🚩 autoroute de Bizerte km 5 ennahli cite la gazela près meuble 5 étoiles 🌟 ⤵️⤵️⤵️ https://maps.app.goo.gl/W8CsK4rW73eP2ALdA,https://www.tayara.tn/item/63a1b9e925c79fc72be13b5a/,132000.0,Blanc,Avec kilométrage,2012,1.2L,Manuelle,lancia,Ypsilon,4.0,Compacte,Essence
4867,Nissan Juke restylee,42000.0,Sousse,tel: Afficher voiture première main essence annee 2015 couleur noir et rouge faible Km:95000 camera de recul start and stop vitres arrières surteintes noir foncé climatiseur climatronic lumière avant led jantes aluminium 17' couleur noir et rouge visite technique jusqu'à 2025 ,https://www.tayara.tn/item/63e0ea4f322f7af7daaa3b29/,96000.0,Noir,Avec kilométrage,2015,1.6L,Manuelle,Nissan,Juke,6.0,Autres,Essence
4868,fiat doble ,42000.0,Tunis,A vendre fiat doble 1 ère main Voiture tout neuf Gasoil 5 cv 2 place Année 2020 Kilométrage 45000 Poste Androïd tactil Camera de recul Vidange chez maison fiat,https://www.tayara.tn/item/63e0df12322f7af7daaa3708/,45000.0,Blanc,Avec kilométrage,2020,1.3L,Manuelle,Fiat,Doblo,5.0,Utilitaire,Diesel
4869,Mercedes-Benz GLA 200,84900.0,Sousse,Voiture en état excellente Entretenue chez maison mère La voiture kit AMG toute options : Phares bi-xinon Volant multifonctions Radar AVT/ARR Capteur de pluie Boîte automatique Siège pilote Régulateur de vitesse ect…… Pour plus d’informations veuillez appeler le Afficher,https://www.tayara.tn/item/63e0dbb3322f7af7daaa367f/,200000.0,Noir,Avec kilométrage,2015,1.6L,Automatique,Mercedes-Benz,Classe GLA,8.0,4 x 4,Essence
